"","rownb","Subject","Group","Condition","VideoTrial","VideoName","Target","Match","NbMatches","Checked_KS","Comment_KS","Comment_GMM"
"685",686,"21","L2","Path",24,"prm_boutoi","Popi está subiendo el techo de la casa con una redonda cosa que es naranja","está subiendo:subir_V",1,"","",""
"710",711,"22","L2","Path",16,"pge_tabgro","Popi entra en la cueva con la mesa de madera ","entra en:entrar_V",1,"","",""
"3225",3226,"NS_186","NS","Control",23,"pgt_panrue","Popi cruza la cerra con el cesto de manzanas","cruza:cruzar_V",1,"","",""
"3197",3198,"NS_185","NS","Manner",28,"trd_brocol","Popi baja de lo alto de un montículo en el campo con una carretilla amarilla","baja:bajar_V",1,"","",""
"1702",1703,"52","L2","Manner",18,"prd_balcol","el Popi empuja la pelota en la colina","empuja:empujar_V",1,"","",""
"806",807,"25","L2","Control",13,"tgt_cherou","Popi ha cruzado la calle con un caballo","ha cruzado:cruzar_V",1,"","",""
"2092",2093,"NS_152","NS","Control",12,"pgt_panrou","Popi arrastra un cesto de frutas y pasa una carretera","arrastra:arrastrar_V%pasa:pasar_V",2,"","",""
"1880",1881,"57","L2","Path",31,"trd_bronei","el Popi baja una carretera [=carretilla]","baja:bajar_V",1,"","",""
"975",976,"30","L2","Path",17,"trt_pourou","Popi cruza la calle con un coche de bebé","cruza:cruzar_V",1,"","",""
"2979",2980,"NS_179","NS","Manner",8,"trm_voidun","Popi sube junto con su coche","sube:subir_V",1,"","",""
"515",516,"16","L2","Manner",19,"prt_rourue","Popi está atravesando una calle con una rueda grande","está atravesando:atravesar_V",1,"","",""
"2432",2433,"NS_162","NS","Path",22,"trt_pourou","Popi cruza la carretera tirando de un carrito de bebé","cruza:cruzar_V%tirando de:tirando-de_Ger",2,"","",""
"646",647,"20","L2","Manner",18,"pgt_panrue","Popi empuja una cesta de manzanas al otro lado de la calle","empuja:empujar_V%al otro lado de la calle:PREP-otro-lado_PP",2,"","",""
"968",969,"30","L2","Path",10,"prt_rourue","Popi cruza la calle con una rueda de carreta","cruza:cruzar_V",1,"","",""
"2052",2053,"NS_151","NS","Control",5,"tgd_malcol","Popi mueve arrastrando una caja","mueve:mover_V%arrastrando:arrastrando_Ger",2,"","",""
"3651",3652,"NS_199","NS","Manner",20,"prd_balnei","Popi rueda una pelota de playa en la nieve","rueda:rodar_V",1,"","",""
"1868",1869,"57","L2","Path",19,"tgt_cherou","el Popi cruza una calle con un caballo de madera","cruza:cruzar_V",1,"","",""
"1932",1933,"59","L2","Control",17,"pgm_paqdun","Popi ha subido por una duna empujando un gran paquete envuelto","ha subido:subir_V%empujando:empujando_Ger",2,"","",""
"670",671,"21","L2","Path",9,"tge_chagro","Popi tiene una silla verde atrás de sí y está entrando en una cueva","está entrando en:entrar_V%atrás de sí:detrás/atrás_AdvP",2,"","",""
"773",774,"24","L2","Path",13,"pgd_valnei","Pepe baja una coleta de nieve con una maleta","baja:bajar_V",1,"","",""
"3775",3776,"NS_204","NS","Manner",12,"trt_pourue","Popi lleva un carrito por otro pueblo","lleva:llevar_V",1,"","",""
"92",93,"3","L2","Path",25,"tgm_sacdun","sube con un bolso","sube:subir_V",1,"","",""
"1075",1076,"33","L2","Control",18,"pgm_paqtoi","Popi mueve un paquete grande arriba de un techo","mueve:mover_V",1,"","",""
"1743",1744,"53","L2","Path",26,"prd_balcol","Popi baja una bola inflable","baja:bajar_V",1,"","",""
"2914",2915,"NS_177","NS","Control",9,"trm_voidun","Popi hace subir un coche de juguete tamaño persona por la misma playa de antes","hace subir:hacer-subir_Vphrase",1,"","",""
"2118",2119,"NS_153","NS","Control",5,"tgd_malnei","Popi ha bajado la nieve a cuestas con una caja","ha bajado:bajar_V%a cuestas:a-cuestas_AdvP",2,"","",""
"1250",1251,"38","L2","Path",28,"pgt_panrue","el señor cruza la calle con manzanas","cruza:cruzar_V",1,"","",""
"2956",2957,"NS_178","NS","Manner",18,"tre_cadgro","Popi entra en una cueva con un carro de la compra","entra en:entrar_V",1,"","",""
"388",389,"12","L2","Control",24,"trm_voidun","Popi subió una duna de arena con un cochecito de juguete","subió:subir_V",1,"","",""
"2438",2439,"NS_162","NS","Path",28,"prt_rourue","Popi cruza la calle empujando una rueda","cruza:cruzar_V%empujando:empujando_Ger",2,"","",""
"3110",3111,"NS_183","NS","Manner",7,"tge_chagro","Popi entra en una cueva arrastrando una silla","entra en:entrar_V%arrastrando:arrastrando_Ger",2,"","",""
"3795",3796,"NS_204","NS","Manner",32,"pgm_paqtoi","Popi sube por un tejado con un regalo","sube:subir_V",1,"","",""
"477",478,"15","L2","Manner",14,"trm_voitoi","Popi tira de un coche para niños hacia la cumbre de una casa grande","tira de:tirar-de_V%hacia la cumbre:PREP-la-cumbre_PP",2,"","",""
"3374",3375,"NS_191","NS","Manner",7,"pgt_panrue","Popi arrastra una cesta de manzanas","arrastra:arrastrar_V",1,"","",""
"3748",3749,"NS_203","NS","Control",18,"pgt_panrue","Popi empuja un cesto de manzanas por la calle","empuja:empujar_V",1,"","",""
"1845",1846,"56","L2","Control",29,"tgt_cherue","Popi ha cruzado la calle con el caballo que es un juguete de niños","ha cruzado:cruzar_V",1,"","",""
"3653",3654,"NS_199","NS","Manner",22,"pge_tabgro","Popi empuja una mesa de madera dentro de una cueva","empuja:empujar_V%dentro:(a)dentro_AdvP",2,"","",""
"3273",3274,"NS_188","NS","Control",5,"trm_voidun","Popi ha subido un coche de juguete por una ladera de arena en la playa ","ha subido:subir_V",1,"","",""
"3753",3754,"NS_203","NS","Control",23,"tgt_cherue","Popi arrastra un caballito de madera por las calles","arrastra:arrastrar_V",1,"","",""
"2964",2965,"NS_178","NS","Manner",26,"tgm_sacdun","Popi arrastra un saco y sube una duna de arena","arrastra:arrastrar_V%sube:subir_V",2,"","",""
"2759",2760,"NS_172","NS","Manner",19,"pge_tabmai","Popi empuja una mesa y la guarda en un establo","empuja:empujar_V%guarda:guardar_V",2,"","",""
"3307",3308,"NS_189","NS","Manner",6,"tgd_malnei","Popi carga un baúl arrastrándolo con una cuerda por un terreno de nieve","carga:cargar_V%con una cuerda:con-una-cuerda_PP%arrastrándolo:arrastrando_Ger",3,"","",""
"2777",2778,"NS_173","NS","Path",4,"pgm_paqtoi","Popi sube un regalo por el tejado de una casa","sube:subir_V",1,"","",""
"363",364,"11","L2","Control",32,"pgt_panrue","Popi mudó por ahí 500 kilos de manzanas sin esfuerzo se cruzó el camino del pueblito suizo","cruzó:cruzar_V%mudó:mudar_V",2,"","",""
"3476",3477,"NS_194","NS","Manner",10,"tge_chagro","Popi arrastra una silla de plástico al interior de una cueva","arrastra:arrastrar_V%al interior de una cueva:PREP-el-interior_PP",2,"","",""
"2681",2682,"NS_170","NS","Control",7,"tge_chamai","Popi ha llevado la silla hasta la puerta","ha llevado:llevar_V",1,"","",""
"1114",1115,"34","L2","Manner",24,"pgm_paqdun","él empujando el paquete arriba de la duna","arriba:arriba_AdvP%empujando:empujando_Ger",2,"","",""
"1485",1486,"45","L2","Manner",32,"pgd_valcol","el hombre empuja una maleta bajando una colina","empuja:empujar_V%bajando:bajando_Ger",2,"","",""
"3742",3743,"NS_203","NS","Control",12,"tgt_cherou","Popi arrastra un caballito de madera a través de la carretera","arrastra:arrastrar_V%a través:a-través-de_PP",2,"","",""
"425",426,"13","L2","Path",28,"pre_pnemai","Popi entró la casa con una silla","entró:entrar_V",1,"","",""
"1268",1269,"39","L2","Manner",13,"pgd_valcol","Popi baja una falda con un maletín","baja:bajar_V",1,"","",""
"565",566,"18","L2","Control",3,"prd_balcol","Popi está bajando una pelota","está bajando:bajar_V",1,"","",""
"3617",3618,"NS_198","NS","Control",19,"pgm_paqdun","Popi va por la playa empujando un regalo","va:ir_V%empujando:empujando_Ger",2,"","",""
"759",760,"23","L2","Manner",32,"pre_pnegro","Popi rueda la rueda a la cueva","rueda:rodar_V",1,"","",""
"2380",2381,"NS_161","NS","Path",3,"pgm_paqtoi","Popi sube un regalo hacia la punta del tejado","sube:subir_V%hacia la punta:PREP-la-punta_PP",2,"","",""
"3205",3206,"NS_186","NS","Control",3,"tgm_sactoi","Popi sube el saco por el tejado","sube:subir_V",1,"","",""
"537",538,"17","L2","Path",8,"tgm_sactoi","Popi va al techo con una cesta en su mano","va:ir_V",1,"","",""
"351",352,"11","L2","Control",20,"tgd_malcol","Popi está bajando con el baúl en éste paisaje medio montañoso","está bajando:bajar_V",1,"","",""
"1838",1839,"56","L2","Control",22,"pgt_panrue","Popi ha cruzado la calle con una <cenesta lleno> [=canasta llena] de manzanas","ha cruzado:cruzar_V",1,"","",""
"2725",2726,"NS_171","NS","Path",18,"prt_rourue","Popi cruza una calle empujando una rueda","cruza:cruzar_V%empujando:empujando_Ger",2,"","",""
"2072",2073,"NS_151","NS","Control",25,"trt_pourou","Popi tira del carrito","tira de:tirar-de_V",1,"","",""
"3259",3260,"NS_187","NS","Control",24,"pgt_panrou","Popi empuja un cesto de madera lleno de manzanas","empuja:empujar_V",1,"","",""
"993",994,"31","L2","Control",2,"pgt_panrue","Popi camina con una cesta llena de manzanas en la calle de un pueblo","camina:caminar_V",1,"","",""
"2215",2216,"NS_156","NS","Control",3,"prt_rourou","Popi empuja una rueda antigua","empuja:empujar_V",1,"","",""
"1846",1847,"56","L2","Control",30,"pre_pnegro","Popi ha entrado en la cueva con una rueda","ha entrado en:entrar_V",1,"","",""
"750",751,"23","L2","Manner",23,"pre_pnemai","Popi rueda una rueda","rueda:rodar_V",1,"","",""
"1306",1307,"40","L2","Manner",18,"pgm_paqtoi","Popi está empujando un paquete subiendo un tejado","está empujando:empujar_V%subiendo:subiendo_Ger",2,"","",""
"3192",3193,"NS_185","NS","Manner",23,"trd_bronei","Popi baja de un montículo en un paisaje nevado con una carretilla amarilla","baja:bajar_V",1,"","",""
"1854",1855,"57","L2","Path",5,"pre_pnegro","el Popi entra en una cueva con una rueda","entra en:entrar_V",1,"","",""
"3551",3552,"NS_196","NS","Manner",19,"pge_tabmai","Popi empuja una mesa hasta dentro de la casa","empuja:empujar_V%hasta dentro:PREP-(a)dentro_PP",2,"","",""
"3557",3558,"NS_196","NS","Manner",25,"trt_pourou","Popi arrastra un carro de bebé por el río","arrastra:arrastrar_V",1,"","",""
"3416",3417,"NS_192","NS","Manner",16,"trt_pourou","Popi ha cruzado un carrito de bebé por un río","ha cruzado:cruzar_V",1,"","",""
"1978",1979,"60","L2","Manner",30,"pre_pnegro","Popi ha rodado una rueda y ha entrado con la rueda en la cueva","ha entrado:entrar_V%ha rodado:rodar_V",2,"","",""
"977",978,"30","L2","Path",19,"tgt_cherue","Popi cruza la calle con un caballo de juguete","cruza:cruzar_V",1,"","",""
"1639",1640,"50","L2","Control",21,"pre_pnemai","ha entrado en una granja empujando una rueda","ha entrado en:entrar_V%empujando:empujando_Ger",2,"","",""
"3032",3033,"NS_180","NS","Path",28,"trm_voidun","Popi se va a casa después de jugar con su coche","va:ir_V",1,"","",""
"1724",1725,"53","L2","Path",7,"pgm_paqdun","Popi subió una colina con un paquete","subió:subir_V",1,"","",""
"3338",3339,"NS_190","NS","Control",4,"pre_pnemai","Popi está empujando una rueda hacia un interior","está empujando:empujar_V%hacia un interior:PREP-el-interior_PP",2,"","",""
"801",802,"25","L2","Control",8,"prm_boutoi","Popi ha subido por el tejado con el inflator","ha subido:subir_V",1,"","",""
"887",888,"27","L2","Control",28,"pgd_valnei","Popi va bajando la cuesta nevada empujando una maleta","va:ir_V%bajando:bajando_Ger%empujando:empujando_Ger",3,"","",""
"3559",3560,"NS_196","NS","Manner",27,"trt_pourue","Popi arrastra un carro de bebé por la calle","arrastra:arrastrar_V",1,"","",""
"2778",2779,"NS_173","NS","Path",5,"tgt_cherou","Popi cruza un río con un caballito","cruza:cruzar_V",1,"","",""
"1630",1631,"50","L2","Control",12,"pge_tabgro","ha entrado en una cueva empujando a una mesa","ha entrado en:entrar_V%empujando:empujando_Ger",2,"","",""
"3054",3055,"NS_181","NS","Path",17,"tgm_sactoi","Popi sube por un tejado con un saco","sube:subir_V",1,"","",""
"399",400,"13","L2","Path",2,"trd_brocol","Popi está bajando el carrito ","está bajando:bajar_V",1,"","",""
"2247",2248,"NS_157","NS","Manner",2,"tgm_sacdun","Popi sube un saco a lo alto de la montaña","sube:subir_V%a lo alto:PREP-lo-alto_PP",2,"","",""
"1048",1049,"32","L2","Path",24,"tre_cadgro","Popi entra una cueva con una carretilla","entra:entrar_V",1,"","",""
"3872",3873,"NS_207","NS","Path",10,"tre_cadmai","Popi entra en el granero con un carrito","entra en:entrar_V",1,"","",""
"2743",2744,"NS_172","NS","Manner",3,"prm_boutoi","Popi sube un flotador por el tejado","sube:subir_V",1,"","",""
"98",99,"3","L2","Path",31,"tgd_malnei","baja una caja","baja:bajar_V",1,"","",""
"396",397,"12","L2","Control",32,"pge_tabgro","Popi metió una mesa en una cueva","metió:meter_V",1,"","",""
"2479",2480,"NS_164","NS","Manner",3,"tgm_sactoi","Popi sube un saco por un desnivel","sube:subir_V",1,"","",""
"1469",1470,"45","L2","Manner",16,"tgm_sactoi","el muchacho arrastra a un saco por encima de un techo","arrastra:arrastrar_V%por encima:encima_PP",2,"","",""
"622",623,"19","L2","Control",27,"pgd_valcol","bajó la colina con una maleta","bajó:bajar_V",1,"","",""
"1115",1116,"34","L2","Manner",25,"trd_bronei","él tirando un carrito por la nieve","tirando:tirando-de_Ger",1,"","",""
"2822",2823,"NS_174","NS","Path",16,"pgt_panrue","Popi cruza la calle con una cesta llena de manzanas","cruza:cruzar_V",1,"","",""
"945",946,"29","L2","Path",20,"pge_tabgro","el hombre entra una cueva con una mesa","entra:entrar_V",1,"","",""
"3113",3114,"NS_183","NS","Manner",10,"pgd_valnei","Popi desciende una colina nevada empujando una maleta","desciende:descender_V%empujando:empujando_Ger",2,"","",""
"2922",2923,"NS_177","NS","Control",17,"prm_boudun","Popi arrastra un flotador naranja con delfines por la costa de una playa","arrastra:arrastrar_V",1,"","",""
"2911",2912,"NS_177","NS","Control",6,"tgm_sacdun","Popi sube un saco por una playa","sube:subir_V",1,"","",""
"202",203,"7","L2","Control",3,"tgm_sactoi","Popi ha traído una bolsa por el cielo","traído:traer_V",1,"","",""
"505",506,"16","L2","Manner",9,"pgt_panrue","está con el cesto con manzanas yendo al otro lado de la calle","al otro lado de la calle:PREP-otro-lado_PP%yendo:yendo_Ger",2,"","",""
"2676",2677,"NS_170","NS","Control",2,"tgd_malcol","Popi ha bajado un baúl por la colina","ha bajado:bajar_V",1,"","",""
"3139",3140,"NS_184","NS","Path",3,"tge_chamai","Popi arrastra una silla","arrastra:arrastrar_V",1,"","",""
"983",984,"30","L2","Path",25,"pgt_panrou","Popi cruza la calle con un cesto de manzanas","cruza:cruzar_V",1,"","",""
"1531",1532,"47","L2","Manner",12,"tgm_sactoi","Popi sube un tejado con un saco","sube:subir_V",1,"","",""
"2427",2428,"NS_162","NS","Path",17,"pgm_paqdun","Popi empuja un regalo cuesta arriba","empuja:empujar_V%arriba:arriba_AdvP",2,"","",""
"573",574,"18","L2","Control",11,"tre_cadmai","Popi está entrando en una casa con un carrito de compras","está entrando en:entrar_V",1,"","",""
"3627",3628,"NS_198","NS","Control",29,"prt_rourou","Popi va por el campo empujando una rueda de carro","va:ir_V%empujando:empujando_Ger",2,"","",""
"1872",1873,"57","L2","Path",23,"tgm_sactoi","el Popi sube un tejado con un saco","sube:subir_V",1,"","",""
"2031",2032,"NS_150","NS","Manner",17,"pre_pnegro","Popi rueda un neumático adentro de una cueva","rueda:rodar_V%adentro:(a)dentro_AdvP",2,"","",""
"512",513,"16","L2","Manner",16,"prd_balnei","Popi está bajando una colina nevada con una pelota inflable","está bajando:bajar_V",1,"","",""
"1799",1800,"55","L2","Manner",16,"pgt_panrue","Popi empuja una cesta por el camino","empuja:empujar_V",1,"","",""
"560",561,"17","L2","Path",31,"trt_pourue","Popi cruza una calle con un carro para los niños","cruza:cruzar_V",1,"","",""
"2935",2936,"NS_177","NS","Control",30,"tgd_malcol","Popi baja un baúl por la ladera de una colina","baja:bajar_V",1,"","",""
"1877",1878,"57","L2","Path",28,"tgd_malnei","el Popi baja una caja con una cuerda en una colina de nieve en el pueblo de las montañas","baja:bajar_V%con una cuerda:con-una-cuerda_PP",2,"","",""
"3266",3267,"NS_187","NS","Control",31,"prm_boutoi","Popi sube empujando un flotador de delfines de color naranja por el tejado de una casa","sube:subir_V%empujando:empujando_Ger",2,"","",""
"1010",1011,"31","L2","Control",19,"trm_voidun","Popi sube la duna con un carro de juguete al lado del mar","sube:subir_V",1,"","",""
"748",749,"23","L2","Manner",21,"pge_tabmai","Popi empuja la mesa y la mete a la casa","empuja:empujar_V%mete:meter_V",2,"","",""
"1867",1868,"57","L2","Path",18,"pgd_valnei","el Popi baja una colina de nieve con una maleta","baja:bajar_V",1,"","",""
"713",714,"22","L2","Path",19,"tgt_cherue","Popi cruza la calle con un caballo de juguete","cruza:cruzar_V",1,"","",""
"1248",1249,"38","L2","Path",26,"tre_cadmai","el hombre entra en una casa con una carretilla","entra en:entrar_V",1,"","",""
"611",612,"19","L2","Control",16,"tgt_cherou","cruzó la calle con un caballo de juego","cruzó:cruzar_V",1,"","",""
"2046",2047,"NS_150","NS","Manner",32,"prt_rourou","Popi cruza la carretera con una rueda","cruza:cruzar_V",1,"","",""
"1037",1038,"32","L2","Path",13,"pgd_valnei","Popi baja una colina nevada con una maleta","baja:bajar_V",1,"","",""
"3849",3850,"NS_206","NS","Manner",20,"prt_rourou","Popi rueda una rueda por una carretera","rueda:rodar_V",1,"","",""
"3027",3028,"NS_180","NS","Path",23,"tge_chagro","Popi lleva una silla adentro de la cueva","lleva:llevar_V%adentro:(a)dentro_AdvP",2,"","",""
"27",28,"1","L2","Manner",26,"pre_pnemai","Popi ha rodado la rueda","ha rodado:rodar_V",1,"","",""
"635",636,"20","L2","Manner",7,"trt_pourou","Popi arrastra un eh al otro lado de la carretera","arrastra:arrastrar_V%al otro lado de la carretera:PREP-otro-lado_PP",2,"","",""
"2795",2796,"NS_173","NS","Path",22,"prd_balnei","Popi baja con una pelota por una cuesta con nieve","baja:bajar_V",1,"","",""
"2966",2967,"NS_178","NS","Manner",28,"tgm_sactoi","Popi arrastra un saco y sube por un tejado inclinado de una casa","arrastra:arrastrar_V%sube:subir_V",2,"","",""
"3486",3487,"NS_194","NS","Manner",20,"prt_rourou","Popi rueda una rueda de carro a través de la carretera","rueda:rodar_V%a través:a-través-de_PP",2,"","",""
"1105",1106,"34","L2","Manner",15,"trm_voitoi","Popo cargando un auto arriba al techo","arriba:arriba_AdvP%cargando:cargando_Ger",2,"","",""
"2529",2530,"NS_165","NS","Manner",20,"pre_pnegro","Popi rodando una rueda de neumático entra a una cueva","entra a:entrar_V",1,"","",""
